ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;ISC
2023/2024;05807;Roma - III Università degli studi;Lazio;CENTRO;Laurea Magistrale;09;Health and welfare;M;18
2023/2024;05807;Roma - III Università degli studi;Lazio;CENTRO;Laurea;09;Health and welfare;F;382
2023/2024;05807;Roma - III Università degli studi;Lazio;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;84
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;169
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;191
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;135
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;24
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;19
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;58
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;8
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;177
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;110
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;489
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;177
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea;09;Health and welfare;F;250
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea;09;Health and welfare;M;239
2023/2024;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;884
2023/2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;F;364
2023/2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;F;240
2023/2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;M;47
2023/2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;48
2023/2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;48
2023/2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;Laurea;02;Arts and humanities;M;31
2023/2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;Laurea;04;Business, administration and law;M;41
2023/2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;Laurea;02;Arts and humanities;F;235
2023/2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;177
2023/2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;M;49
2023/2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;Laurea;04;Business, administration and law;F;51
2023/2024;05809;Roma - Università degli Studi Internazionali – UNINT;Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;M;22
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;374
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;334
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;F;873
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;483
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;M;98
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea;01;Education;F;1807
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea;01;Education;M;163
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;463
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea;04;Business, administration and law;M;1007
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea;02;Arts and humanities;M;306
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea;09;Health and welfare;F;1
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea Magistrale;01;Education;M;54
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;4175
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;160
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;1846
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea;04;Business, administration and law;F;1249
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;2
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;F;105
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea;02;Arts and humanities;F;922
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;742
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;M;1726
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea Magistrale;01;Education;F;502
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;1325
2023/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;M;152
2023/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;M;293
2023/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;264
2023/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;Laurea;04;Business, administration and law;M;565
2023/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;M;266
2023/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;316
2023/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;479
2023/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;M;5
2023/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;Laurea;04;Business, administration and law;F;611
2023/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;F;14
2023/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;F;274
2023/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;172
2023/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;413
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;581
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea;10;Services;F;54
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;M;44
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;70
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;101
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea;10;Services;M;40
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;M;132
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;56
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;5
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea;04;Business, administration and law;F;79
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;F;841
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea;04;Business, administration and law;M;136
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;264
2023/2024;05812;Roma - Università Europea;Lazio;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;3
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;3666
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;M;108
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;F;114
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;38
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;624
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea;02;Arts and humanities;M;374
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea;04;Business, administration and law;M;2041
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea;04;Business, administration and law;F;1283
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;M;2403
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;608
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea;02;Arts and humanities;F;697
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;581
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;27
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;4242
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;170
2023/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;164
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;2629
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea;10;Services;F;17
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;7286
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea;10;Services;M;15
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea;04;Business, administration and law;M;12561
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;1324
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;1297
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea;04;Business, administration and law;F;6454
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;1181
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;F;1294
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea;02;Arts and humanities;F;3233
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;495
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;144
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;M;1585
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea;02;Arts and humanities;M;1312
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;M;4973
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;9662
2023/2024;05814;Roma - Universitas telematica Mercatorum;Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;357
2023/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;Laurea Magistrale;10;Services;F;140
2023/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;2354
2023/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;2215
2023/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;Laurea;02;Arts and humanities;M;88
2023/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;1103
2023/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;3040
2023/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;881
2023/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;518
2023/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;376
2023/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;Laurea Magistrale;01;Education;F;223
2023/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;F;116
2023/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);Lazio;CENTRO;Laurea;01;Education;F;1721
