ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;ISC
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Laurea Magistrale Ciclo Unico;01;Education;M;1272
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Laurea Magistrale Ciclo Unico;02;Arts and humanities;F;412
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Laurea Magistrale Ciclo Unico;02;Arts and humanities;M;45
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;82718
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;50413
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;13949
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;11174
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;F;4412
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;M;1931
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;79595
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;52294
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;01;Education;F;3859
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;01;Education;M;238
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;02;Arts and humanities;F;6350
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;02;Arts and humanities;M;1798
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;03;Social sciences, journalism and information;F;2888
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;03;Social sciences, journalism and information;M;1806
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;04;Business, administration and law;F;10094
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;04;Business, administration and law;M;6210
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;F;1468
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;M;974
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;06;Information and Communication Technologies (ICTs);F;64
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;06;Information and Communication Technologies (ICTs);M;242
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;07;Engineering, manufacturing and construction;F;1520
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;4186
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;F;430
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;M;388
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;09;Health and welfare;F;2652
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;09;Health and welfare;M;1848
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;10;Services;F;62
2016/2017;TTTTT;TOTALE ATENEI;ITALIA;ITALIA;Vecchio Ordinamento;10;Services;M;60
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;248
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;04;Business, administration and law;F;374
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;3
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;01;Education;M;30
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;09;Health and welfare;M;110
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);M;1352
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;02;Arts and humanities;F;112
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;F;34
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;10;Services;M;1394
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;29
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;M;72
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;02;Arts and humanities;M;2531
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;1129
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;10;Services;F;1487
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;01;Education;F;299
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;2522
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;876
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;3744
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;30
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;01;Education;F;2023
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;01;Education;F;296
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;M;38
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;01;Education;M;196
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;1174
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;04;Business, administration and law;M;3567
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;09;Health and welfare;F;136
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;04;Business, administration and law;M;204
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;2092
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;F;58
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;02;Arts and humanities;F;354
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;01;Education;M;16
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;3399
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;03;Social sciences, journalism and information;F;242
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;1409
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;1526
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);F;187
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;02;Arts and humanities;M;6
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;10;Services;M;8
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;F;543
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;1162
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;395
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;162
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;653
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;5357
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;173
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;M;22
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;06;Information and Communication Technologies (ICTs);M;18
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;09;Health and welfare;M;1005
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;16
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;F;1491
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;10;Services;F;42
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;04;Business, administration and law;F;3511
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;02;Arts and humanities;F;5667
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;2185
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;185
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;3094
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;M;224
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;2617
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;02;Arts and humanities;M;114
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;1345
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;1478
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;982
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea;09;Health and welfare;F;3255
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Vecchio Ordinamento;03;Social sciences, journalism and information;M;246
2016/2017;00101;Torino - Università degli studi;Piemonte;NORD-OVEST;Laurea Magistrale;10;Services;M;206
2016/2017;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;13805
2016/2017;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;3274
2016/2017;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea;02;Arts and humanities;M;450
2016/2017;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;121
2016/2017;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;164
2016/2017;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;125
2016/2017;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;69
2016/2017;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;4841
2016/2017;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;7957
2016/2017;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Laurea;02;Arts and humanities;F;453
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Vecchio Ordinamento;03;Social sciences, journalism and information;F;10
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;96
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;700
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;58
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;F;6
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Vecchio Ordinamento;02;Arts and humanities;M;6
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;11
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;10;Services;F;25
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;1216
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;33
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;125
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;423
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;M;2
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);M;382
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Vecchio Ordinamento;02;Arts and humanities;F;20
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;02;Arts and humanities;M;257
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;178
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;122
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;09;Health and welfare;F;1248
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;10;Services;M;116
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;1555
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;40
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;104
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;02;Arts and humanities;F;692
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;04;Business, administration and law;M;1014
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;254
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Vecchio Ordinamento;03;Social sciences, journalism and information;M;2
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Vecchio Ordinamento;04;Business, administration and law;M;52
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;77
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;3
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;09;Health and welfare;M;466
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);F;59
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Vecchio Ordinamento;04;Business, administration and law;F;74
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;38
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;98
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;10;Services;M;7
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;10;Services;F;286
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;177
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;04;Business, administration and law;F;930
2016/2017;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;868
2016/2017;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;145
2016/2017;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;Laurea Magistrale;10;Services;F;24
2016/2017;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;Laurea Magistrale;10;Services;M;21
2016/2017;00401;Bra (CN) - Università di Scienze Gastronomiche;Piemonte;NORD-OVEST;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;129
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;01;Education;F;12
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;15
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;M;8
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;44
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;04;Business, administration and law;M;98
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;02;Arts and humanities;M;41
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;3
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;04;Business, administration and law;F;109
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;117
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;F;106
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Vecchio Ordinamento;01;Education;M;3
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;260
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;02;Arts and humanities;F;197
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Vecchio Ordinamento;01;Education;F;29
2016/2017;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;19
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;02;Arts and humanities;M;70
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;454
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;3064
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;02;Arts and humanities;F;2593
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;1147
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;264
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;02;Arts and humanities;F;210
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;10;Services;M;371
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;663
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;09;Health and welfare;F;92
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;01;Education;F;649
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;848
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;04;Business, administration and law;M;134
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;159
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;04;Business, administration and law;F;142
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;218
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;400
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;01;Education;F;206
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);M;372
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;1750
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;1188
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;F;28
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;10;Services;F;3
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;M;22
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;671
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;09;Health and welfare;F;2194
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;10;Services;F;320
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;1298
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;323
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;01;Education;M;112
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;280
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;1151
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;02;Arts and humanities;M;1175
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;201
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;320
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;F;367
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;10;Services;F;4
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;09;Health and welfare;M;60
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;07;Engineering, manufacturing and construction;F;86
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;162
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;37
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;887
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;63
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;01;Education;M;6
2016/2017;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;03;Social sciences, journalism and information;F;52
